ticket_id,support_account_key,created_date,ticket_category,priority,first_response_hours,resolution_hours,support_csat,channel
TKT-002938,ACC 000948,2026-03-02,Integration,High,25.15,65.37,2.8,Chat
TKT-002939,ACC-000949,2026-04-19,Bug,High,13.03,30.18,2.7,Chat
TKT-002940,ACC-000949,2026-01-24,Billing,Low,2.34,46.99,5,Help Center
TKT-002941,acc-000949,2026-05-26,Bug,Low,14.1,52.36,3.4,Email
TKT-002942, ACC-000950 ,2025-07-19,Onboarding,Urgent,33.08,103.62,2.5,Email
TKT-002943,ACC 000950,2025-09-20,Integration,Urgent,25.78,73.11,1.0,Email
TKT-002944,ACC-000951,2026-01-09,Bug,Medium,7.56,12.34,3.2,Email
TKT-002945,acc-000951,2025-08-08,Bug,Low,4.11,11.26,3.9,Email
TKT-002946,ACC-000952,2026-03-22,Integration,Medium,4.93,49.89,4.2,Chat
TKT-002947,ACC 000952,2026-03-13,Bug,Low,9.59,47.44,4.1,Help Center
TKT-002948, ACC-000952 ,2026-05-21,Beta feature,Medium,4.62,25.08,5,Email
TKT-002949,ACC-000952,2025-06-07,Performance,Low,12.56,25.21,5,Email
TKT-002950,ACC-000952,2025-10-26,Onboarding,Low,6.27,36.78,5,Email
TKT-002951, ACC-000952 ,2025-10-24,Onboarding,High,20.55,64.56,4.1,Email
TKT-002952,ACC 000953,2025-06-23,Beta feature,Medium,8.52,56.21,4.9,Chat
TKT-002953,ACC 000953,2025-07-01,Integration,Low,13.66,51.67,4.9,Chat
TKT-002954,acc-000953,2025-12-02,Billing,Medium,8.21,40.72,5,Email
TKT-002955, ACC-000953 ,2025-11-14,Billing,High,18.25,52.14,2.1,Chat
TKT-002956,ACC-000953,2025-10-07,Bug,Medium,0.2,16.7,5,Email
TKT-002957,ACC-000953,2025-06-29,Performance,High,18.21,36.46,4.1,Email
TKT-002958,ACC-000954,2026-04-05,Performance,Urgent,16.26,63.39,1.9,Help Center
TKT-002959,ACC 000954,2025-07-14,Integration,Medium,2.23,33.12,2.7,Email
TKT-002960,ACC-000956,2026-05-02,Onboarding,Low,22.79,67.43,2.4,Chat
TKT-002961,ACC-000956,2025-09-16,Integration,Medium,14.47,62.19,2.1,Email
TKT-002962,ACC-000956,2025-12-15,Bug,Low,10.47,20.62,3.0,Email
TKT-002963,ACC-000956,2025-09-05,Integration,Low,15.05,37.78,3.3,Email
TKT-002964,ACC 000958,2026-02-07,Billing,Medium,26.35,66.47,2.1,Chat
TKT-002965,ACC-000958,2026-10-03,Beta feature,Medium,13.75,34.04,2.4,Email
TKT-002966,ACC-000958,2026-10-01,Beta feature,Low,14.89,34.03,3.3,Email
TKT-002967,ACC-000958,2026-11-02,Performance,Low,19.62,63.3,2.0,Email
TKT-002968,ACC 000958,2026-01-20,Beta feature,Medium,26.99,54.3,2.6,Email
TKT-002969,ACC 000958,2026-02-27,Onboarding,Urgent,25.09,52.56,2.1,Chat
TKT-002970,ACC 000959,2026-04-19,Integration,High,13.35,59.36,3.7,Email
TKT-002971,ACC-000961,2025-05-03,Bug,Low,6.23,26.51,3.1,Chat
TKT-002972,acc-000962,2025-12-12,Onboarding,High,23.1,66.8,2.0,Email
TKT-002973,ACC-000962,2025-09-17,Onboarding,Medium,6.29,48.86,3.9,Phone
TKT-002974, ACC-000962 ,2025-06-23,Onboarding,Urgent,24.46,54.18,2.1,Chat
TKT-002975, ACC-000963 ,2026-04-06,Billing,Low,2.96,8.15,4.5,Chat
TKT-002976,acc-000965,2026-06-30,Onboarding,Medium,20.99,54.48,2.1,Email
TKT-002977,ACC-000966,2025-08-23,Beta feature,Low,1.67,26.32,4.2,Email
TKT-002978,acc-000967,2026-02-26,Integration,Medium,12.41,50.48,4.4,Email
TKT-002979,ACC-000967,2026-02-26,Onboarding,High,11.83,38.58,2.6,Email
TKT-002980, ACC-000968 ,2026-09-11,Billing,Medium,12.55,49.35,5,Email
TKT-002981,acc-000968,2026-10-10,Performance,High,8.6,46.26,2.8,Phone
TKT-002982,ACC-000968,2026-05-25,Billing,Medium,3.01,21.61,4.1,Email
TKT-002983,ACC-000968,2026-01-06,Performance,Medium,0.2,11.78,3.9,Email
TKT-002984,ACC-000968,2026-01-26,Integration,Low,4.21,21.51,4.6,Help Center
TKT-002985,ACC-000969,2026-01-09,Beta feature,Medium,10.91,51.46,2.5,Email
TKT-002986, ACC-000969 ,2025-11-14,Integration,Medium,13.58,51.98,3.7,Chat
TKT-002987,ACC 000969,2026-02-21,Integration,Medium,22.03,47.26,2.3,Chat
TKT-002988,ACC 000970,2025-11-27,Performance,High,10.66,48.44,3.8,Phone
TKT-002989,ACC 000970,2025-11-30,Bug,Low,6.77,54.55,4.1,Help Center
TKT-002990,ACC 000971,2025-04-28,Performance,Low,0.2,10.87,2.6,Email
TKT-002991,ACC 000971,2026-03-04,Integration,Low,13.55,54.62,5,Email
TKT-002992,acc-000972,2025-03-17,Performance,Medium,4.99,15.95,5,Email
TKT-002993,acc-000972,2025-04-23,Beta feature,High,15.32,50.27,4.5,Email
TKT-002994,acc-000972,2025-04-13,Onboarding,Medium,13.33,61.04,4.1,Help Center
TKT-002995,ACC-000972,2025-06-14,Onboarding,Low,13.57,43.38,2.8,Phone
TKT-002996,acc-000972,2025-09-05,Bug,High,24.74,82.57,3.1,Phone
TKT-002997, ACC-000972 ,2025-03-13,Integration,Medium,8.88,33.82,4.1,Email
TKT-002998,ACC-000972,2026-01-01,Beta feature,High,11.52,42.02,2.9,Phone
TKT-002999,acc-000973,2025-10-25,Performance,High,7.34,19.97,4.0,Email
TKT-003000, ACC-000973 ,2025-07-17,Billing,Medium,1.94,11.98,5,Help Center
TKT-003001, ACC-000973 ,2025-11-05,Onboarding,Low,9.5,58.93,5,Email
TKT-003002,ACC-000974,2025-11-25,Billing,Medium,8.14,15.04,4.5,Email
TKT-003003,ACC-000974,2025-06-17,Billing,High,11.84,61.62,3.5,Email
TKT-003004,ACC-000974,2025-12-18,Beta feature,Medium,9.89,45.15,3.3,Email
TKT-003005,ACC-000974,2026-01-08,Beta feature,Low,13.08,41.93,4.1,Email
TKT-003006,ACC-000975,2025-10-10,Onboarding,Low,0.2,15.09,4.9,Email
TKT-003007,ACC-000975,2025-09-13,Beta feature,Medium,6.06,42.3,4.8,Email
TKT-003008,ACC-000975,2026-04-19,Performance,High,19.53,93.21,4.7,Email
TKT-003009,ACC-000975,2026-05-19,Bug,Low,7.82,31.66,3.6,Email
TKT-003010, ACC-000976 ,2026-05-17,Onboarding,Medium,20.77,49.65,2.8,Email
TKT-003011,ACC-000976,2026-03-08,Billing,High,23.44,50.3,1.3,Chat
TKT-003012,ACC 000976,2026-07-01,Integration,Medium,12.83,35.06,3.9,Chat
TKT-003013,ACC 000978,2025-12-22,Billing,Medium,8.99,36.32,3.9,Phone
TKT-003014,ACC-000979,2025-12-12,Billing,Low,7.65,32.96,5,Email
TKT-003015,ACC-000980,2026-12-17,Billing,Low,11.71,19.06,3.7,Email
TKT-003016,acc-000980,2026-07-27,Integration,High,21.7,50.61,5,Phone
TKT-003017,ACC 000981,2026-03-31,Beta feature,Medium,6.09,35.78,4.7,Email
TKT-003018,ACC-000981,2026-08-14,Onboarding,Medium,12.94,50.26,3.9,Chat
TKT-003019,ACC-000981,2026-02-28,Integration,Medium,3.87,10.26,2.9,Chat
TKT-003020, ACC-000981 ,2026-07-15,Performance,High,15.82,31.33,3.2,Email
TKT-003021,ACC-000984,2025-11-22,Onboarding,Low,15.02,62.33,3.1,Phone
TKT-003022, ACC-000984 ,2026-03-21,Onboarding,Low,3.51,30.11,5,Chat
TKT-003023, ACC-000984 ,2025-11-12,Performance,Low,2.22,17.92,4.1,Phone
TKT-003024, ACC-000984 ,2025-10-16,Onboarding,Medium,8.8,18.86,4.2,Chat
TKT-003025,ACC-000985,2025-12-19,Beta feature,Medium,16.13,31.36,2.6,Chat
TKT-003026,ACC-000985,2026-03-27,Onboarding,High,34.53,101.05,2.7,Chat
TKT-003027,acc-000985,2026-03-29,Performance,Urgent,30.64,78.05,1.5,Chat
TKT-003028,ACC-000985,2026-08-22,Beta feature,High,24.13,67.07,1.9,Email
TKT-003029,ACC-000986,2025-10-20,Onboarding,Urgent,20.76,28.77,3.6,Email
TKT-003030,ACC 000986,2025-12-29,Beta feature,Low,9.13,36.25,3.4,Phone
TKT-003031,ACC-000986,2025-03-25,Billing,Low,14.25,41.2,4.1,Chat
TKT-003032,acc-000988,2025-03-31,Integration,Low,6.12,30.86,3.8,Chat
TKT-003033,ACC-000988,2025-04-25,Onboarding,Urgent,23.29,57.11,3.9,Help Center
TKT-003034,ACC-000988,2025-04-14,Billing,High,4.73,26.7,3.9,Email
TKT-003035, ACC-000988 ,2026-01-15,Bug,Low,0.38,25.84,3.8,Chat
TKT-003036,acc-000988,2025-05-21,Onboarding,Urgent,18.26,32.51,3.4,Help Center
TKT-003037,ACC-000988,2025-06-21,Billing,Medium,6.35,45.77,5,Email
TKT-003038,ACC 000989,2025-04-15,Billing,Low,21.87,58.92,2.9,Chat
TKT-003039, ACC-000989 ,2025-03-29,Performance,High,28.51,93.08,1.9,Email
TKT-003040,ACC 000989,2025-08-21,Onboarding,High,25.64,64.62,1,Email
TKT-003041,ACC 000989,2025-03-29,Bug,High,27.54,82.65,7,Chat
TKT-003042, ACC-000989 ,2025-10-25,Billing,Medium,22.6,72.32,3.0,Chat
TKT-003043,ACC-000990,2026-06-27,Onboarding,Low,22.79,76.79,5.0,Chat
TKT-003044,ACC-000990,2025-11-14,Beta feature,Medium,13.92,31.82,2.7,Phone
TKT-003045,ACC-000990,2026-01-23,Onboarding,High,33.22,84.01,4.4,Chat
TKT-003046,ACC-000990,2026-01-10,Bug,High,19.61,57.06,4.1,Email
TKT-003047,ACC 000992,2025-11-11,Billing,Medium,10.69,31.65,2.9,Email
TKT-003048,ACC-000992,2025-08-22,Billing,Urgent,19.54,58.89,2.1,Chat
TKT-003049,ACC-000992,2025-07-19,Onboarding,Medium,7.57,39.21,2.7,Email
TKT-003050,acc-000992,2025-10-04,Integration,Medium,12.08,56.85,4.0,Chat
TKT-003051, ACC-000993 ,2026-05-30,Bug,High,29.34,59.64,3.6,Email
TKT-003052,acc-000993,2025-11-12,Bug,Urgent,15.81,54.94,1.8,Help Center
TKT-003053,ACC-000993,2026-06-24,Integration,Medium,6.96,21.15,3.1,Email
TKT-003054,ACC-000993,2025-08-28,Onboarding,High,25.73,51.83,2.1,Help Center
TKT-003055,acc-000994,2026-03-20,Integration,Low,8.86,29.39,2.1,Chat
TKT-003056,ACC 000994,2026-03-04,Integration,Medium,11.73,49.31,3.3,Email
TKT-003057,ACC 000994,2026-01-02,Beta feature,Low,19.75,32.23,4.9,Chat
TKT-003058,ACC 000994,2025-12-26,Performance,Medium,14.37,32.94,3.2,Phone
TKT-003059,ACC-000994,2025-10-22,Bug,High,25.38,83.32,2.8,Email
TKT-003060,acc-000995,2026-05-08,Beta feature,High,29.85,66.02,2.7,Email
TKT-003061,ACC-000995,2026-10-04,Beta feature,Medium,18.77,62.67,4.6,Email
TKT-003062,ACC 000995,2026-06-23,Integration,High,21.04,73.37,3.7,Phone
TKT-003063, ACC-000996 ,2026-04-25,Performance,Medium,11.17,45.72,3.9,Chat
TKT-003064,ACC-000996,2026-11-24,Beta feature,Urgent,23.88,50.89,2.2,Email
TKT-003065,ACC-000996,2026-07-10,Performance,Urgent,13.16,59.36,3.4,Email
TKT-003066,ACC 000997,2026-05-26,Integration,High,29.42,79.78,2.2,Help Center
TKT-003067,ACC-000997,2025-12-26,Integration,Urgent,26.87,78.99,2.7,Chat
TKT-003068, ACC-000997 ,2026-08-14,Performance,Medium,12.74,31.89,2.4,Email
TKT-003069,ACC 000998,2025-09-17,Bug,Low,20.43,47.02,3.0,Chat
TKT-003070,ACC-000998,2026-04-16,Billing,High,14.03,46.65,2.2,Email
TKT-003071,ACC 000998,2025-07-04,Beta feature,Medium,18.86,62.59,5,Email
TKT-003072,ACC-000998,2025-11-29,Bug,Low,1.35,28.9,4.6,Chat
TKT-003073, ACC-000999 ,2025-11-17,Onboarding,Medium,9.25,24.48,3.7,Help Center
TKT-003074,ACC-000999,2025-10-09,Beta feature,High,15.2,48.01,2.9,Phone
TKT-003075,acc-000999,2025-09-06,Onboarding,High,19.15,57.66,2.3,Email
TKT-003076,acc-000999,2026-02-12,Billing,High,18.64,43.79,2.5,Email
TKT-003077,ACC 001000,2025-07-17,Performance,Medium,8.97,32.8,3.6,Email
TKT-003078,ACC-001000,2025-06-24,Bug,Low,17.7,52.22,4.8,Chat
TKT-003079,acc-001000,2025-03-14,Performance,Low,11.27,32.1,4.4,Email
TKT-003080,ACC-001000,2025-03-05,Beta feature,Urgent,19.97,55.18,3.5,Phone
TKT-003081,acc-001001,2025-11-14,Performance,Medium,17.85,46.76,2.8,Help Center
TKT-003082,ACC-001001,2026-01-30,Integration,Medium,12.7,16.12,5,Help Center
TKT-003083,ACC 001001,2025-11-08,Beta feature,High,10.77,26.54,3.1,Email
TKT-003084,ACC-001001,2025-06-22,Onboarding,Low,9.37,37.27,3.7,Email
TKT-003085,ACC-001001,2025-09-23,Performance,Low,18.55,53.7,4.5,Phone
TKT-003086,acc-001001,2026-02-14,Billing,High,23.5,62.71,2.8,Email
TKT-003087,ACC 001001,2025-06-12,Beta feature,Medium,17.53,45.31,3.4,Help Center
TKT-003088,acc-001001,2025-07-12,Integration,Medium,10.83,37.97,2.7,Email
TKT-003089,ACC-001001,2025-11-14,Beta feature,Low,16.38,45.08,3.7,Chat
TKT-003090, ACC-001001 ,2025-08-24,Billing,Medium,15.06,28.34,3.4,Chat
TKT-003091,ACC 001002,2026-03-31,Billing,High,19.72,49.87,2.1,Chat
TKT-003092,ACC 001002,2025-12-01,Beta feature,Medium,21.83,45.79,3.0,Email
TKT-003093, ACC-001002 ,2026-02-20,Beta feature,Low,8.49,52.71,2.7,Email
TKT-003094, ACC-001002 ,2026-11-12,Beta feature,Urgent,31.4,85.85,1.2,Help Center
TKT-003095,ACC 001002,2025-12-19,Beta feature,Medium,16.89,47.25,2.7,Phone
TKT-003096, ACC-001002 ,2026-11-18,Integration,Low,19.63,47.15,1.3,Help Center
TKT-003097,ACC 001002,2026-01-31,Billing,Medium,17.36,49.7,2.7,Email
TKT-003098, ACC-001003 ,2026-10-07,Performance,Medium,16.86,57.87,3.1,Email
TKT-003099,ACC-001003,2025-11-08,Onboarding,High,14.57,56.26,2.0,Email
TKT-003100,acc-001004,2025-09-04,Integration,Medium,6.57,13.2,5,Chat
TKT-003101, ACC-001005 ,2025-05-24,Billing,Low,6.64,24.6,4.4,Chat
TKT-003102,ACC-001005,2025-05-05,Bug,Medium,7.89,31.5,3.9,Phone
TKT-003103,acc-001005,2025-06-27,Onboarding,Urgent,13.06,49.79,3.4,Chat
TKT-003104,ACC 001006,2025-07-16,Billing,High,22.87,52.89,3.6,Chat
TKT-003105,ACC 001006,2026-02-12,Bug,High,17.09,63.84,3.1,Phone
TKT-003106,ACC-001006,2026-01-09,Performance,Low,8.65,16.8,2.9,Help Center
TKT-003107,ACC 001006,2025-10-26,Billing,High,21.61,54.5,4.1,Email
TKT-003108, ACC-001006 ,2026-03-03,Beta feature,High,9.74,35.82,3.3,Chat
TKT-003109,ACC 001006,2025-10-04,Performance,High,5.33,31.8,3.2,Email
TKT-003110,ACC-001007,2026-01-29,Performance,Low,30.99,76.57,2.5,Email
TKT-003111,acc-001008,2026-04-11,Onboarding,Low,9.75,58.92,3.5,Chat
TKT-003112,ACC-001008,2025-09-06,Billing,Medium,10.74,49.69,4.0,Phone
TKT-003113, ACC-001008 ,2025-10-15,Onboarding,Medium,,41.01,5,Phone
TKT-003114,ACC-001009,2025-12-31,Integration,Medium,5.54,11.7,3.4,Email
TKT-003115,ACC-001009,2025-11-26,Onboarding,Urgent,21.63,51.14,4.5,Email
TKT-003116,ACC-001009,2026-01-05,Performance,High,11.11,36.56,4.2,Chat
TKT-003117,ACC-001009,2025-05-31,Integration,Medium,9.4,63.33,4.1,Chat
TKT-003118,ACC-001010,2026-05-02,Integration,Low,1.78,15.89,4.9,Help Center
TKT-003119,ACC-001010,2026-05-12,Onboarding,Low,10.11,20.97,4.7,Email
TKT-003120,ACC-001011,2026-08-21,Beta feature,Low,9.15,38.13,3.9,Chat
TKT-003121,ACC-001011,2026-05-22,Bug,High,14.31,41.8,4.8,Chat
TKT-003122,acc-001012,2026-03-27,Onboarding,Medium,6.81,26.48,5,Help Center
TKT-003123,acc-001013,2026-09-17,Bug,Low,4.1,30.09,5,Chat
TKT-003124,ACC-001013,2026-12-17,Performance,Medium,3.07,6.69,5,Email
TKT-003125, ACC-001014 ,2026-02-11,Onboarding,High,30.23,67.03,4.1,Email
TKT-003126,ACC-001014,2026-09-14,Bug,High,18.64,74.54,2.6,Chat
TKT-003127,ACC 001014,2026-01-12,Billing,High,24.82,61.5,1.4,Email
TKT-003128, ACC-001014 ,2026-09-11,Onboarding,Medium,16.06,30.32,3.9,Email
TKT-003129,acc-001015,2026-02-06,Bug,High,20.15,69.48,3.4,Email
TKT-003130,ACC 001015,2026-05-03,Onboarding,High,24.24,57.65,3.5,Chat
TKT-003131,ACC-001015,2025-08-06,Performance,Medium,10.11,36.55,2.9,Email
TKT-003132,ACC-001015,2026-06-09,Performance,Urgent,16.6,34.58,2.0,Chat
TKT-003133,ACC-001015,2026-02-22,Billing,High,21.32,78.75,1.1,Email
TKT-003134,ACC-001016,2025-10-23,Integration,High,22.01,59.48,3.6,Email
TKT-003135, ACC-001017 ,2026-01-31,Onboarding,Low,12.11,67.31,5,Chat
TKT-003136,ACC-001017,2025-12-31,Integration,Urgent,18.58,54.26,3.2,Help Center
TKT-003137,ACC-001017,2025-11-21,Onboarding,High,14.3,36.99,2.1,Email
TKT-003138,ACC-001017,2026-06-16,Onboarding,Medium,7.0,22.86,3.9,Email
TKT-003139,ACC-001017,2026-09-11,Billing,Low,16.54,40.93,5,Chat
TKT-003140,acc-001018,2025-07-02,Integration,Medium,4.28,14.69,5,Email
TKT-003141, ACC-001018 ,2026-01-01,Onboarding,Medium,9.7,30.01,5,Phone
TKT-003142,acc-001018,2025-06-03,Billing,Medium,5.09,37.48,4.7,Email
TKT-003143,ACC-001018,2025-04-17,Onboarding,High,19.45,56.44,3.8,Chat
TKT-003144,ACC-001018,2025-12-05,Beta feature,Medium,5.02,26.25,3.2,Phone
TKT-003145,ACC 001019,2025-05-14,Beta feature,Medium,16.57,49.23,3.5,Chat
TKT-003146,ACC 001019,2025-03-27,Billing,Medium,7.96,33.81,4.7,Email
TKT-003147,ACC-001019,2025-03-15,Onboarding,Low,1.2,25.35,5,Help Center
TKT-003148,ACC-001019,2025-02-12,Bug,Medium,7.84,29.5,3.9,Phone
TKT-003149,acc-001019,2025-03-04,Performance,Low,10.66,37.92,3.3,Email
TKT-003150, ACC-001020 ,2026-09-18,Bug,Medium,2.28,27.88,3.6,Email
TKT-003151, ACC-001020 ,2026-10-12,Onboarding,Low,20.53,44.19,4.5,Help Center
TKT-003152,ACC-001020,2026-05-04,Billing,High,17.72,62.07,2.7,Chat
TKT-003153,ACC-001020,2026-01-07,Performance,Medium,3.87,34.59,4.6,Email
TKT-003154,ACC 001021,2026-06-04,Bug,Low,0.89,7.3,3.3,Email
TKT-003155,ACC-001021,2026-04-24,Performance,Medium,3.16,28.67,4.1,Email
TKT-003156,ACC-001021,2025-09-06,Onboarding,Medium,1.4,20.86,4.2,Email
TKT-003157,ACC-001021,2025-08-02,Integration,High,18.29,44.83,4.7,Email
TKT-003158,ACC-001021,2025-12-31,Beta feature,High,11.93,37.16,3.4,Email
TKT-003159,ACC-001021,2025-09-16,Onboarding,Medium,10.51,31.08,3.1,Phone
TKT-003160,ACC-001021,2025-11-26,Billing,Low,11.26,39.48,5,Email
TKT-003161,ACC-001022,2025-03-06,Onboarding,Medium,25.15,63.21,2.3,Phone
TKT-003162,ACC-001022,2026-02-02,Beta feature,Low,14.86,62.35,2.8,Chat
TKT-003163,acc-001022,2025-11-06,Bug,Medium,18.74,42.02,1.5,Help Center
TKT-003164,ACC-001023,2026-01-10,Beta feature,Medium,3.23,17.31,4.7,Email
TKT-003165,ACC-001023,2025-08-22,Beta feature,Urgent,15.36,38.28,3.5,Phone
TKT-003166, ACC-001023 ,2025-05-20,Beta feature,Low,4.35,37.18,5,Email
TKT-003167,ACC 001024,2025-12-18,Beta feature,Low,6.78,30.49,3.6,Email
TKT-003168,ACC 001024,2025-11-22,Billing,Medium,5.98,14.74,1.8,Chat
TKT-003169,ACC 001024,2025-10-02,Onboarding,Low,7.58,41.57,4.9,Email
TKT-003170, ACC-001024 ,2025-08-14,Billing,Medium,6.29,37.19,3.9,Email
TKT-003171,acc-001024,2026-02-21,Billing,Low,4.9,47.17,3.8,Phone
TKT-003172,ACC-001025,2025-05-05,Beta feature,Medium,16.63,27.4,6,Phone
TKT-003173,ACC 001025,2025-07-02,Bug,High,22.83,65.39,3.4,Email
TKT-003174,ACC-001025,2026-01-05,Onboarding,Medium,1.67,13.53,5,Phone
TKT-003175,ACC-001025,2025-07-08,Integration,High,18.96,69.32,3.7,Email
TKT-003176,acc-001025,2025-09-14,Performance,Low,13.55,45.69,3.4,Email
TKT-003177,ACC-001026,2025-09-28,Billing,High,20.03,40.5,3.2,Email
TKT-003178,ACC-001026,2026-03-04,Bug,Urgent,24.07,57.23,3.3,Chat
TKT-003179,ACC-001027,2026-05-09,Billing,Medium,19.78,63.82,3.2,Email
TKT-003180,ACC 001027,2026-06-03,Onboarding,Medium,19.2,40.71,1.6,Email
TKT-003181,ACC-001027,2025-09-17,Billing,Medium,22.53,64.34,2.2,Chat
TKT-003182, ACC-001027 ,2026-01-16,Beta feature,Low,25.3,73.51,1.6,Chat
TKT-003183,acc-001027,2025-09-17,Beta feature,High,27.46,51.72,2.2,Chat
TKT-003184,acc-001027,2025-09-13,Beta feature,Low,22.42,44.97,2.7,Help Center
TKT-003185,ACC-001027,2025-11-06,Performance,Medium,19.64,53.95,4.3,Chat
TKT-003186,ACC-001028,2026-10-13,Onboarding,Urgent,19.12,37.73,2.1,Email
TKT-003187,acc-001028,2026-06-26,Onboarding,Medium,12.18,30.36,3.3,Chat
TKT-003188, ACC-001028 ,2026-08-14,Bug,High,18.34,55.07,2.6,Chat
TKT-003189,ACC 001028,2026-08-28,Onboarding,High,17.08,44.78,1.9,Chat
TKT-003190, ACC-001029 ,2026-04-08,Bug,High,22.34,72.06,1.5,Chat
TKT-003191, ACC-001029 ,2026-02-15,Integration,Low,20.06,60.7,3.0,Phone
TKT-003192,ACC 001029,2025-12-11,Performance,High,14.22,59.88,3.6,Email
TKT-003193,ACC-001030,2025-09-23,Performance,Medium,4.11,37.71,4.5,Phone
TKT-003194,ACC 001030,2025-12-21,Integration,Urgent,7.98,39.26,3.9,Phone
TKT-003195,ACC-001030,2026-01-07,Performance,Low,4.25,20.43,3.1,Phone
TKT-003196,acc-001030,2026-02-06,Beta feature,Medium,15.08,58.04,5,Phone
TKT-003197,ACC-001031,2025-12-08,Performance,Medium,1.18,8.14,3.8,Email
TKT-003198,acc-001033,2025-08-18,Beta feature,Medium,6.6,43.67,4.8,Help Center
TKT-003199,ACC-001033,2025-05-16,Integration,Medium,5.67,18.2,3.3,Email
TKT-003200, ACC-001033 ,2026-03-20,Billing,High,11.61,51.61,2.3,Email
TKT-003201,acc-001034,2025-12-07,Performance,Medium,13.78,47.45,2.4,Chat
TKT-003202,ACC 001034,2026-01-22,Integration,Medium,9.86,32.35,3.8,Email
TKT-003203,ACC-001034,2026-04-07,Performance,High,21.96,67.61,3.8,Help Center
TKT-003204, ACC-001035 ,2025-06-12,Onboarding,High,21.73,47.33,2.1,Email
TKT-003205, ACC-001035 ,2026-03-30,Onboarding,High,17.24,71.66,2.7,Phone
TKT-003206, ACC-001035 ,2026-03-18,Onboarding,Medium,16.17,23.44,3.1,Chat
TKT-003207,ACC-001036,2026-02-22,Integration,Low,11.28,58.69,2.1,Chat
TKT-003208,ACC 001036,2026-03-10,Bug,Low,11.32,34.4,4.5,Email
TKT-003209,ACC-001036,2026-04-22,Bug,High,18.95,65.47,3.0,Email
TKT-003210,ACC-001036,2026-03-13,Performance,Medium,9.45,33.22,3.4,Email
TKT-003211,ACC 001037,2025-09-09,Onboarding,High,11.53,46.74,3.4,Email
TKT-003212, ACC-001037 ,2026-04-17,Bug,Low,4.83,13.22,2.7,Chat
TKT-003213,acc-001038,2026-08-28,Onboarding,High,18.96,73.19,3.2,Email
TKT-003214, ACC-001038 ,2026-02-27,Performance,High,16.74,48.37,4.2,Email
TKT-003215,ACC-001038,2026-01-24,Integration,Medium,17.37,43.96,5,Phone
TKT-003216, ACC-001038 ,2026-08-15,Integration,High,17.25,25.04,3.2,Chat
TKT-003217,ACC 001038,2026-09-06,Onboarding,High,6.19,30.08,2.8,Chat
TKT-003218,ACC-001038,2026-03-19,Billing,Urgent,12.71,47.71,4.0,Chat
TKT-003219,ACC 001038,2026-12-09,Integration,Medium,10.18,41.74,4.0,Email
TKT-003220,ACC 001039,2026-08-25,Performance,High,23.04,64.14,1,Chat
TKT-003221,ACC-001039,2025-11-23,Onboarding,High,20.51,54.23,2.5,Phone
TKT-003222, ACC-001039 ,2026-01-09,Bug,Low,21.55,66.33,3.1,Email
TKT-003223,ACC 001039,2026-01-05,Integration,High,25.19,75.79,2.4,Help Center
TKT-003224,ACC-001040,2025-10-04,Performance,Medium,5.6,48.94,4.3,Email
TKT-003225,ACC-001040,2026-05-29,Performance,Low,8.39,40.68,4.5,Chat
TKT-003226,ACC-001040,2026-09-19,Beta feature,Urgent,11.71,26.26,5,Email
TKT-003227,ACC-001040,2026-07-22,Integration,Low,1.7,28.52,3.8,Email
TKT-003228,ACC-001040,2026-02-04,Onboarding,Low,2.01,25.65,5,Help Center
TKT-003229,ACC 001040,2025-10-04,Billing,Urgent,23.08,48.35,3.7,Email
TKT-003230,ACC 001041,2025-09-06,Integration,Medium,1.6,28.45,4.0,Chat
TKT-003231,ACC-001041,2026-05-17,Bug,Urgent,10.17,61.84,2.4,Help Center
TKT-003232,ACC-001042,2026-10-19,Performance,Medium,15.38,32.45,3.8,Help Center
TKT-003233,ACC-001042,2025-12-10,Beta feature,Low,9.63,34.44,3.4,Email
TKT-003234,ACC-001043,2025-09-28,Integration,Medium,25.7,64.95,2.6,Chat
TKT-003235,ACC-001043,2026-01-15,Integration,Low,15.57,43.73,2.4,Email
TKT-003236,ACC-001043,2025-11-13,Onboarding,Low,19.59,48.39,6,Phone
TKT-003237,ACC-001043,2025-06-25,Onboarding,Medium,25.63,71.12,3.1,Email
TKT-003238,ACC-001045,2025-11-14,Integration,Medium,4.79,11.26,3.6,Phone
TKT-003239,ACC-001045,2025-12-19,Billing,High,21.75,79.45,2.0,Chat
TKT-003240,ACC-001045,2025-08-29,Integration,Medium,14.12,49.28,3.8,Email
TKT-003241,ACC-001046,2026-07-08,Integration,Low,7.26,20.11,4.2,Email
TKT-003242,acc-001046,2026-10-29,Onboarding,Medium,11.76,38.69,4.0,Help Center
TKT-003243,ACC-001047,2026-03-18,Bug,Medium,2.67,21.95,3.0,Help Center
TKT-003244, ACC-001047 ,2025-10-01,Billing,Low,10.39,20.82,4.4,Email
TKT-003245,ACC-001047,2026-03-20,Bug,Low,11.75,36.63,5,Email
TKT-003246, ACC-001048 ,2026-02-12,Bug,Medium,12.59,37.36,3.2,Phone
TKT-003247,acc-001048,2026-04-17,Beta feature,Medium,9.28,33.49,4.9,Email
TKT-003248,ACC-001048,2026-01-21,Onboarding,Medium,11.27,17.58,3.6,Chat
TKT-003249,ACC-001049,2025-07-05,Bug,Medium,7.81,33.09,3.9,Email
